景点名称,URL,失败原因
贡觉玛如,https://you.ctrip.com/sight/garcounty120143/8003000156564386.html,未取到 poiId（无点评或页面无评论模块）
鲁科罗,https://you.ctrip.com/sight/garcounty120143/8003000156550723.html,未取到 poiId（无点评或页面无评论模块）
卓莫庆,https://you.ctrip.com/sight/garcounty120143/8003000156520300.html,未取到 poiId（无点评或页面无评论模块）
八郎生都村,https://you.ctrip.com/sight/kangding344/131903606.html,已获取 poiId 但未采集到评论
白水台-观景台,https://you.ctrip.com/sight/shangrila106/145178212.html,未取到 poiId（无点评或页面无评论模块）
同乐村,https://you.ctrip.com/sight/weixi1446265/1493194.html,已获取 poiId 但未采集到评论
鱼子西风景区(鱼子西日落营地),https://you.ctrip.com/sight/kangding344/145519949.html,已获取 poiId 但未采集到评论
玛娜茶金观景台,https://you.ctrip.com/sight/muli3100/143166343.html,未取到 poiId（无点评或页面无评论模块）
月亮湾大峡谷,https://you.ctrip.com/sight/deqin2178/1835236.html,已获取 poiId 但未采集到评论
定结宗措湖,https://you.ctrip.com/sight/dinggye120378/140845986.html?poiType=3&scene=online,未取到 poiId（无点评或页面无评论模块）
澜沧江源头,https://you.ctrip.com/sight/zadoi1446310/70360372.html,未取到 poiId（无点评或页面无评论模块）
桑阿寺,https://you.ctrip.com/sight/lhasa36/1487736.html,未取到 poiId（无点评或页面无评论模块）
根敦群培纪念馆,https://you.ctrip.com/sight/lhasa36/2842400.html,未取到 poiId（无点评或页面无评论模块）
大昭寺-七佛殿,https://you.ctrip.com/sight/lhasa36/148620856.html,未取到 poiId（无点评或页面无评论模块）
三江源国家公园,https://you.ctrip.com/sight/zadoi1446310/145694557.html,未取到 poiId（无点评或页面无评论模块）
孔雀山,https://you.ctrip.com/sight/gongshan1446282/153501141.html,已获取 poiId 但未采集到评论
飞来寺景区-1号观景台,https://you.ctrip.com/sight/deqin2178/145510177.html,已获取 poiId 但未采集到评论
巴巴沟蓝松湖,https://you.ctrip.com/sight/baiyu120485/145525605.html,已获取 poiId 但未采集到评论
新冷古寺,https://you.ctrip.com/sight/litang3150/5717480.html,已获取 poiId 但未采集到评论
然日卡村,https://you.ctrip.com/sight/litang3150/134025662.html,已获取 poiId 但未采集到评论
措普沟景区-一号观景台,https://you.ctrip.com/sight/batang3102/145298179.html,已获取 poiId 但未采集到评论
澜沧江大桥,https://you.ctrip.com/sight/deqin2178/5069236.html,已获取 poiId 但未采集到评论
治多万里长江第一湾,https://you.ctrip.com/sight/zhidoicounty1446321/5714929.html,已获取 poiId 但未采集到评论
雪巴沟景区,https://you.ctrip.com/sight/jomda120398/145458493.html,未取到 poiId（无点评或页面无评论模块）
勒巴沟岩画,https://you.ctrip.com/sight/yushucity1446308/70351520.html,已获取 poiId 但未采集到评论
巴松措-漂流,https://you.ctrip.com/sight/gongbogyamda120396/148666484.html,未取到 poiId（无点评或页面无评论模块）
伊日大峡谷,https://you.ctrip.com/sight/riwochecounty120400/153430393.html,未取到 poiId（无点评或页面无评论模块）
玉树州博物馆,https://you.ctrip.com/sight/yushucity1446308/105418326.html,已获取 poiId 但未采集到评论
鲁朗骑马射箭场,https://you.ctrip.com/sight/nyingchi126/145792185.html,未取到 poiId（无点评或页面无评论模块）
邓玛湿地景区,https://you.ctrip.com/sight/shiqu1446228/145643598.html,未取到 poiId（无点评或页面无评论模块）
布久朵当村桃花园,https://you.ctrip.com/sight/nyingchi126/150003460.html,未取到 poiId（无点评或页面无评论模块）
囊谦寺,https://you.ctrip.com/sight/nangqian2642/144204782.html,未取到 poiId（无点评或页面无评论模块）
色吾寺,https://you.ctrip.com/sight/namlingcounty120373/1489016.html,未取到 poiId（无点评或页面无评论模块）
219国道海拔最高的休闲平台,https://you.ctrip.com/sight/rutog120147/152876696.html,未取到 poiId（无点评或页面无评论模块）
班公措景点区,https://you.ctrip.com/sight/rutog120147/144364064.html,未取到 poiId（无点评或页面无评论模块）
措木那琸,https://you.ctrip.com/sight/rutog120147/145275817.html,未取到 poiId（无点评或页面无评论模块）
泉水湖,https://you.ctrip.com/sight/rutog120147/131904978.html,未取到 poiId（无点评或页面无评论模块）
普兰县广场,https://you.ctrip.com/sight/purang2440/145799476.html,未取到 poiId（无点评或页面无评论模块）
梵行浴池高压氧舱,https://you.ctrip.com/sight/purang2440/146048816.html,未取到 poiId（无点评或页面无评论模块）
日土宗遗址,https://you.ctrip.com/sight/rutog120147/145208257.html,未取到 poiId（无点评或页面无评论模块）
祖楚寺,https://you.ctrip.com/sight/purang2440/153488294.html,未取到 poiId（无点评或页面无评论模块）
玛琅观景台,https://you.ctrip.com/sight/zanda2454/143752288.html,未取到 poiId（无点评或页面无评论模块）
拉昂错观景台,https://you.ctrip.com/sight/purang2440/152811442.html,未取到 poiId（无点评或页面无评论模块）
雅鲁藏布江源头,https://you.ctrip.com/sight/purang2440/130886876.html,未取到 poiId（无点评或页面无评论模块）
玛旁雍错湿地森林公园,https://you.ctrip.com/sight/purang2440/145536501.html,未取到 poiId（无点评或页面无评论模块）
吉吾寺,https://you.ctrip.com/sight/purang2440/145497324.html,未取到 poiId（无点评或页面无评论模块）
聂塘卓玛拉康,https://you.ctrip.com/sight/qushui1446405/143308864.html,未取到 poiId（无点评或页面无评论模块）
俊巴渔村-皮划艇营地,https://you.ctrip.com/sight/qushui1446405/145397319.html,未取到 poiId（无点评或页面无评论模块）
纳帕海旅游景区,https://you.ctrip.com/sight/shangrila106/148462075.html,已获取 poiId 但未采集到评论
甲根坝景点·自然山水风光,https://you.ctrip.com/sight/kangding344/152889179.html,未取到 poiId（无点评或页面无评论模块）
泽桑拉空中花园,https://you.ctrip.com/sight/kangding344/145657404.html,已获取 poiId 但未采集到评论
普达措国家公园-海拔3625米,https://you.ctrip.com/sight/shangrila106/145356565.html,已获取 poiId 但未采集到评论
白塔寺,https://you.ctrip.com/sight/shangrila106/5068781.html,已获取 poiId 但未采集到评论
横断山脉,https://you.ctrip.com/sight/deqin2178/136209653.html,未取到 poiId（无点评或页面无评论模块）
丹霞小镇,https://you.ctrip.com/sight/ganzicounty3156/144555413.html,已获取 poiId 但未采集到评论
小中甸草原,https://you.ctrip.com/sight/shangrila106/145505403.html,未取到 poiId（无点评或页面无评论模块）
八郎生都村星空营地,https://you.ctrip.com/sight/kangding344/145187201.html,已获取 poiId 但未采集到评论
班戈错,https://you.ctrip.com/sight/baingoin120384/150023559.html,未取到 poiId（无点评或页面无评论模块）
恰规错,https://you.ctrip.com/sight/xainza120386/150070461.html,未取到 poiId（无点评或页面无评论模块）
格仁错,https://you.ctrip.com/sight/xainza120386/144362533.html,未取到 poiId（无点评或页面无评论模块）
喜马拉雅大断崖,https://you.ctrip.com/sight/gyirong120374/152820059.html?poiType=3&scene=online,未取到 poiId（无点评或页面无评论模块）
南迦巴瓦峰索松村最佳观景台,https://you.ctrip.com/sight/mainling2448/152794746.html?poiType=3&scene=online,未取到 poiId（无点评或页面无评论模块）
穹窿银城,https://you.ctrip.com/sight/zanda2454/83672415.html?poiType=3&scene=online,未取到 poiId（无点评或页面无评论模块）
青藏高原,https://you.ctrip.com/sight/zhidoicounty1446321/149353602.html,已获取 poiId 但未采集到评论
米拉山,https://you.ctrip.com/sight/gongbogyamda120396/145428933.html,未取到 poiId（无点评或页面无评论模块）
唐卡非遗文创体验馆,https://you.ctrip.com/sight/lhasa36/148410533.html,未取到 poiId（无点评或页面无评论模块）
博秀·西藏唐卡艺术博物馆,https://you.ctrip.com/sight/lhasa36/145339055.html,未取到 poiId（无点评或页面无评论模块）
德仲温泉,https://you.ctrip.com/sight/maizhokunggar1446407/144927311.html,未取到 poiId（无点评或页面无评论模块）
羊秀乡,https://you.ctrip.com/sight/biru120390/136019863.html,未取到 poiId（无点评或页面无评论模块）
布达拉宫-珍宝馆,https://you.ctrip.com/sight/lhasa36/3374366.html,未取到 poiId（无点评或页面无评论模块）
布加冰川穹雄沟景区,https://you.ctrip.com/sight/sogcounty120391/145497667.html,未取到 poiId（无点评或页面无评论模块）
金顶,https://you.ctrip.com/sight/lhasa36/98276842.html,未取到 poiId（无点评或页面无评论模块）
月亮湾三圣石,https://you.ctrip.com/sight/baingoin120384/148703048.html,未取到 poiId（无点评或页面无评论模块）
错愕鸟岛,https://you.ctrip.com/sight/xainza120386/145683283.html,未取到 poiId（无点评或页面无评论模块）
各拉丹东冰川,https://you.ctrip.com/sight/golmud332/145585465.html,已获取 poiId 但未采集到评论
西藏藏经博物馆,https://you.ctrip.com/sight/lhasa36/145260042.html,未取到 poiId（无点评或页面无评论模块）
象雄美朵景区,https://you.ctrip.com/sight/lhasa36/142043138.html,未取到 poiId（无点评或页面无评论模块）
巴木措观景台,https://you.ctrip.com/sight/baingoin120384/145182491.html,未取到 poiId（无点评或页面无评论模块）
麦地卡湿地国家级自然保护区,https://you.ctrip.com/sight/lhari120389/134080038.html,未取到 poiId（无点评或页面无评论模块）
神秘树林,https://you.ctrip.com/sight/lhunzhub1446410/142994892.html,未取到 poiId（无点评或页面无评论模块）
释迦牟尼殿,https://you.ctrip.com/sight/lhasa36/98276855.html,未取到 poiId（无点评或页面无评论模块）
哲蚌寺-观景台,https://you.ctrip.com/sight/lhasa36/145585112.html,未取到 poiId（无点评或页面无评论模块）
松多温泉,https://you.ctrip.com/sight/gongbogyamda120396/148790301.html,未取到 poiId（无点评或页面无评论模块）
热振国家森林公园,https://you.ctrip.com/sight/lhunzhub1446410/145340279.html,未取到 poiId（无点评或页面无评论模块）
色拉寺大殿,https://you.ctrip.com/sight/lhasa36/145428592.html,未取到 poiId（无点评或页面无评论模块）
德仲寺,https://you.ctrip.com/sight/maizhokunggar1446407/1487791.html,未取到 poiId（无点评或页面无评论模块）
加奈玉错,https://you.ctrip.com/sight/lhari120389/144363096.html,未取到 poiId（无点评或页面无评论模块）
比如寺,https://you.ctrip.com/sight/biru120390/144197495.html,未取到 poiId（无点评或页面无评论模块）
当雄雪山星空营地,https://you.ctrip.com/sight/damxung2443/152885707.html,未取到 poiId（无点评或页面无评论模块）
梵音映画环球旅拍,https://you.ctrip.com/sight/lhasa36/134006971.html,未取到 poiId（无点评或页面无评论模块）
贡萨寺,https://you.ctrip.com/sight/biru120390/145683045.html,未取到 poiId（无点评或页面无评论模块）
乃仓广场,https://you.ctrip.com/sight/lhasa36/145765238.html,未取到 poiId（无点评或页面无评论模块）
香巴拉礼赞·金马宴·民族歌舞演艺,https://you.ctrip.com/sight/lhasa36/8066000154832924.html,未取到 poiId（无点评或页面无评论模块）
飞来寺风景区观景台,https://you.ctrip.com/sight/deqin2178/153408636.html,已获取 poiId 但未采集到评论
孔雀山垭口,https://you.ctrip.com/sight/deqin2178/149648267.html,未取到 poiId（无点评或页面无评论模块）
平措朵宫林,https://you.ctrip.com/sight/basu120403/145461004.html,未取到 poiId（无点评或页面无评论模块）
海子山,https://you.ctrip.com/sight/batang3102/133528225.html,已获取 poiId 但未采集到评论
川西最美高寒草原-昌台大草原,https://you.ctrip.com/sight/baiyu120485/145576036.html,未取到 poiId（无点评或页面无评论模块）
梅里雪山国家公园-雾浓顶景区,https://you.ctrip.com/sight/deqin2178/144195465.html,已获取 poiId 但未采集到评论
梅里北坡,https://you.ctrip.com/sight/deqin2178/5714700.html,未取到 poiId（无点评或页面无评论模块）
独龙江国家公园,https://you.ctrip.com/sight/gongshan1446282/145582259.html,已获取 poiId 但未采集到评论
扎瓦拉观景台,https://you.ctrip.com/sight/batang3102/151318889.html,未取到 poiId（无点评或页面无评论模块）
他念他翁山,https://you.ctrip.com/sight/qamdo559/145411757.html,未取到 poiId（无点评或页面无评论模块）
巴拉格宗景区,https://you.ctrip.com/sight/derong1446220/149946655.html,未取到 poiId（无点评或页面无评论模块）
雪达湖,https://you.ctrip.com/sight/deqin2178/5719904.html,未取到 poiId（无点评或页面无评论模块）
松赞雨崩帐篷营地,https://you.ctrip.com/sight/deqin2178/134101499.html,未取到 poiId（无点评或页面无评论模块）
尕丁寺,https://you.ctrip.com/sight/nangqian2642/5719660.html,已获取 poiId 但未采集到评论
玉隆拉措观景台,https://you.ctrip.com/sight/dege3140/150186608.html,已获取 poiId 但未采集到评论
大阿育王塔,https://you.ctrip.com/sight/nangqian2642/5719618.html,未取到 poiId（无点评或页面无评论模块）
拉龙措国家湿地公园,https://you.ctrip.com/sight/baiyu120485/130369042.html,未取到 poiId（无点评或页面无评论模块）
业拉山垭口,https://you.ctrip.com/sight/zogangcounty120405/130369254.html,未取到 poiId（无点评或页面无评论模块）
巴塘318自驾游营地,https://you.ctrip.com/sight/batang3102/150261732.html,已获取 poiId 但未采集到评论
帕龙藏布,https://you.ctrip.com/sight/bome2436/144197735.html,未取到 poiId（无点评或页面无评论模块）
贡当神山观景台,https://you.ctrip.com/sight/gongshan1446282/145176896.html,已获取 poiId 但未采集到评论
鲁朗林海第一观景台,https://you.ctrip.com/sight/nyingchi126/145607961.html,未取到 poiId（无点评或页面无评论模块）
别若则错,https://you.ctrip.com/sight/gegyai120144/148653576.html,未取到 poiId（无点评或页面无评论模块）
尼屋藏布,https://you.ctrip.com/sight/lhari120389/144363120.html,未取到 poiId（无点评或页面无评论模块）
结古寺禅修院,https://you.ctrip.com/sight/yushucity1446308/145488224.html,已获取 poiId 但未采集到评论
赞普博物馆,https://you.ctrip.com/sight/nangqian2642/5705411.html,未取到 poiId（无点评或页面无评论模块）
工布公园,https://you.ctrip.com/sight/nyingchi126/153247954.html,未取到 poiId（无点评或页面无评论模块）
两江汇流处,https://you.ctrip.com/sight/nyingchi126/145431068.html,未取到 poiId（无点评或页面无评论模块）
普莫雍措景区观景台,https://you.ctrip.com/sight/nagarzecounty2438/150134419.html,未取到 poiId（无点评或页面无评论模块）
雪达村,https://you.ctrip.com/sight/tingri2450/83583189.html,未取到 poiId（无点评或页面无评论模块）
桑珠孜宗堡,https://you.ctrip.com/sight/shigatse100/145709697.html,未取到 poiId（无点评或页面无评论模块）
曲德寺,https://you.ctrip.com/sight/tingri2450/145567198.html,未取到 poiId（无点评或页面无评论模块）
卡若拉冰川-观景台,https://you.ctrip.com/sight/gyantse2437/149336320.html,未取到 poiId（无点评或页面无评论模块）
羊湖之心,https://you.ctrip.com/sight/nagarzecounty2438/150435676.html,未取到 poiId（无点评或页面无评论模块）
纳唐寺,https://you.ctrip.com/sight/shigatse100/129031.html,未取到 poiId（无点评或页面无评论模块）
加错拉山观景台,https://you.ctrip.com/sight/lhatse2444/145449936.html,未取到 poiId（无点评或页面无评论模块）
蒙达岗日,https://you.ctrip.com/sight/lhozhag120411/134024765.html,未取到 poiId（无点评或页面无评论模块）
珠峰大剧院,https://you.ctrip.com/sight/shigatse100/145832326.html,未取到 poiId（无点评或页面无评论模块）
聂拉木人民广场,https://you.ctrip.com/sight/nyalamcounty2445/145575190.html,未取到 poiId（无点评或页面无评论模块）
日喀则石刻艺术博物馆,https://you.ctrip.com/sight/shigatse100/151618744.html,未取到 poiId（无点评或页面无评论模块）
扎西吉培寺,https://you.ctrip.com/sight/xaitongmoincounty120379/5715291.html,未取到 poiId（无点评或页面无评论模块）
香格里拉七星雪滑雪场,https://you.ctrip.com/sight/shangrila106/149685359.html,已获取 poiId 但未采集到评论
日照金山,https://you.ctrip.com/sight/yajiang3137/145475955.html,未取到 poiId（无点评或页面无评论模块）
贺龙桥,https://you.ctrip.com/sight/deqin2178/134048547.html,已获取 poiId 但未采集到评论
纳帕海观景台,https://you.ctrip.com/sight/shangrila106/145346729.html,已获取 poiId 但未采集到评论
扎雅土司三号院,https://you.ctrip.com/sight/shangrila106/151317900.html,已获取 poiId 但未采集到评论
香格里拉纳帕海大草原,https://you.ctrip.com/sight/shangrila106/151347278.html,已获取 poiId 但未采集到评论
古城非遗体验中心,https://you.ctrip.com/sight/shangrila106/150271502.html,已获取 poiId 但未采集到评论
香格里拉镇城市文化广场,https://you.ctrip.com/sight/daochengcounty342/146104306.html,已获取 poiId 但未采集到评论
同乐傈僳族山寨,https://you.ctrip.com/sight/deqin2178/130369159.html,已获取 poiId 但未采集到评论
香格里拉市独克宗古城-大佛寺,https://you.ctrip.com/sight/shangrila106/131896518.html,已获取 poiId 但未采集到评论
松赞林景区-观景台,https://you.ctrip.com/sight/shangrila106/145406097.html,已获取 poiId 但未采集到评论
那玛峰,https://you.ctrip.com/sight/kangding344/134025618.html,已获取 poiId 但未采集到评论
香格里拉大峡谷巴拉格宗景区-高空玻璃观景台,https://you.ctrip.com/sight/shangrila106/145246930.html,未取到 poiId（无点评或页面无评论模块）
兰花坪雪山露营地,https://you.ctrip.com/sight/shangrila106/152798393.html,未取到 poiId（无点评或页面无评论模块）
色拉花海,https://you.ctrip.com/sight/daochengcounty342/130369288.html,已获取 poiId 但未采集到评论
新都桥镇-观景点,https://you.ctrip.com/sight/kangding344/145163806.html,已获取 poiId 但未采集到评论
康定市提弄秘境,https://you.ctrip.com/sight/kangding344/151241001.html,已获取 poiId 但未采集到评论
错通翠湖(三连湖),https://you.ctrip.com/sight/dege3140/135312275.html,未取到 poiId（无点评或页面无评论模块）
独克宗古城-大门,https://you.ctrip.com/sight/shangrila106/148658074.html,未取到 poiId（无点评或页面无评论模块）
普达措国家公园-人工白水台,https://you.ctrip.com/sight/shangrila106/145148479.html,未取到 poiId（无点评或页面无评论模块）
噶丹松赞林寺-宗喀巴大殿,https://you.ctrip.com/sight/shangrila106/145198351.html,未取到 poiId（无点评或页面无评论模块）
姊妹湖,https://you.ctrip.com/sight/shuanghu120393/145160063.html,已获取 poiId 但未采集到评论
业拉山99道拐,https://you.ctrip.com/sight/120403/129082.html,未取到 poiId（无点评或页面无评论模块）
排龙天险,https://you.ctrip.com/sight/2436/128989.html,未取到 poiId（无点评或页面无评论模块）
孔唐拉姆山,https://you.ctrip.com/sight/gyirong120374/136312091.html,未取到 poiId（无点评或页面无评论模块）
吉隆大寺,https://you.ctrip.com/sight/gyirong120374/145604497.html,未取到 poiId（无点评或页面无评论模块）
加贡塘,https://you.ctrip.com/sight/coqen120146/8003000156566311.html,未取到 poiId（无点评或页面无评论模块）
底吾布隆巴,https://you.ctrip.com/sight/coqen120146/8003000156677879.html,未取到 poiId（无点评或页面无评论模块）
列布峡隆,https://you.ctrip.com/sight/coqen120146/8003000156677544.html,未取到 poiId（无点评或页面无评论模块）
下加日温布,https://you.ctrip.com/sight/coqen120146/8003000156677533.html,未取到 poiId（无点评或页面无评论模块）
布克普洛玛,https://you.ctrip.com/sight/coqen120146/8003000156677493.html,未取到 poiId（无点评或页面无评论模块）
玛布顶仁,https://you.ctrip.com/sight/coqen120146/8003000156677471.html,未取到 poiId（无点评或页面无评论模块）
下布桑落隆,https://you.ctrip.com/sight/coqen120146/8003000156676801.html,未取到 poiId（无点评或页面无评论模块）
嘎尔布尝大尔,https://you.ctrip.com/sight/coqen120146/8003000156671904.html,未取到 poiId（无点评或页面无评论模块）
仲灰麻隆,https://you.ctrip.com/sight/coqen120146/8003000156561223.html,未取到 poiId（无点评或页面无评论模块）
加德强普,https://you.ctrip.com/sight/coqen120146/8003000156561219.html,未取到 poiId（无点评或页面无评论模块）
嘎冬杰萨,https://you.ctrip.com/sight/coqen120146/8003000156556397.html,未取到 poiId（无点评或页面无评论模块）
桑贡普嘎,https://you.ctrip.com/sight/coqen120146/8003000156555525.html,未取到 poiId（无点评或页面无评论模块）
查热查吾仁玛,https://you.ctrip.com/sight/coqen120146/8003000156551604.html,未取到 poiId（无点评或页面无评论模块）
各娥腊个东呀,https://you.ctrip.com/sight/coqen120146/8003000156551218.html,未取到 poiId（无点评或页面无评论模块）
当温波隆,https://you.ctrip.com/sight/coqen120146/8003000156536602.html,未取到 poiId（无点评或页面无评论模块）
约我玛,https://you.ctrip.com/sight/coqen120146/8003000156536293.html,未取到 poiId（无点评或页面无评论模块）
坰加垒,https://you.ctrip.com/sight/coqen120146/8003000156531664.html,未取到 poiId（无点评或页面无评论模块）
扎沃仁玛,https://you.ctrip.com/sight/coqen120146/8003000156531494.html,未取到 poiId（无点评或页面无评论模块）
鸭卫拿隆,https://you.ctrip.com/sight/coqen120146/8003000156577768.html,未取到 poiId（无点评或页面无评论模块）
拿布轰作,https://you.ctrip.com/sight/coqen120146/8003000156677670.html,未取到 poiId（无点评或页面无评论模块）
德那查个隆,https://you.ctrip.com/sight/coqen120146/8003000156570236.html,未取到 poiId（无点评或页面无评论模块）
中拉各仁,https://you.ctrip.com/sight/coqen120146/8003000156561494.html,未取到 poiId（无点评或页面无评论模块）
蔡几错,https://you.ctrip.com/sight/coqen120146/144372389.html,未取到 poiId（无点评或页面无评论模块）
措勤县阴阳山,https://you.ctrip.com/sight/coqen120146/152817808.html,未取到 poiId（无点评或页面无评论模块）
措勤藏布,https://you.ctrip.com/sight/coqen120146/144456692.html,未取到 poiId（无点评或页面无评论模块）
布嘎寺,https://you.ctrip.com/sight/coqen120146/145306268.html,未取到 poiId（无点评或页面无评论模块）
象雄穹宗遗址,https://you.ctrip.com/sight/nyima120383/145464366.html,未取到 poiId（无点评或页面无评论模块）
当惹雍错多玛村观景台,https://you.ctrip.com/sight/nyima120383/145464219.html,未取到 poiId（无点评或页面无评论模块）
普当错,https://you.ctrip.com/sight/gertse120145/144197823.html,未取到 poiId（无点评或页面无评论模块）
金色广场,https://you.ctrip.com/sight/gertse120145/146007023.html,未取到 poiId（无点评或页面无评论模块）
拉姆错,https://you.ctrip.com/sight/zhongba120376/144445802.html,未取到 poiId（无点评或页面无评论模块）
清军护藏卫国纪念馆,https://you.ctrip.com/sight/gyirong120374/149966807.html,未取到 poiId（无点评或页面无评论模块）
姆错丙尼,https://you.ctrip.com/sight/ngamring120375/145709373.html,未取到 poiId（无点评或页面无评论模块）
米拉日巴故居遗址,https://you.ctrip.com/sight/gyirong120374/150145489.html,未取到 poiId（无点评或页面无评论模块）
懂布错,https://you.ctrip.com/sight/nyima120383/144362417.html,未取到 poiId（无点评或页面无评论模块）
改则县麻米寺,https://you.ctrip.com/sight/gertse120145/145574827.html,未取到 poiId（无点评或页面无评论模块）
别若措观景台,https://you.ctrip.com/sight/gegyai120144/152894162.html,未取到 poiId（无点评或页面无评论模块）
仲巴雪湖沙漠,https://you.ctrip.com/sight/zhongba120376/152875079.html,未取到 poiId（无点评或页面无评论模块）
曲隆嘎木错,https://you.ctrip.com/sight/saga120381/144359835.html,未取到 poiId（无点评或页面无评论模块）
木拉错,https://you.ctrip.com/sight/gyirong120374/144452920.html,未取到 poiId（无点评或页面无评论模块）
日吾其金塔,https://you.ctrip.com/sight/ngamring120375/152821561.html,未取到 poiId（无点评或页面无评论模块）
洞措拉康,https://you.ctrip.com/sight/gertse120145/145247965.html,未取到 poiId（无点评或页面无评论模块）
康木琼亚朵,https://you.ctrip.com/sight/gertse120145/145526792.html,未取到 poiId（无点评或页面无评论模块）
咸水湖,https://you.ctrip.com/sight/nyima120383/4582362.html,未取到 poiId（无点评或页面无评论模块）
蓬措错,https://you.ctrip.com/sight/ngamring120375/144196002.html,未取到 poiId（无点评或页面无评论模块）
桑珠甘丹寺,https://you.ctrip.com/sight/ngamring120375/150371381.html,未取到 poiId（无点评或页面无评论模块）
加加藏布,https://you.ctrip.com/sight/saga120381/143248567.html,未取到 poiId（无点评或页面无评论模块）
吉隆县县史馆,https://you.ctrip.com/sight/gyirong120374/149961768.html,未取到 poiId（无点评或页面无评论模块）
麻米错,https://you.ctrip.com/sight/gertse120145/144372737.html,未取到 poiId（无点评或页面无评论模块）
昂仁搭各加地热喷泉,https://you.ctrip.com/sight/zhongba120376/145625238.html,未取到 poiId（无点评或页面无评论模块）
罗波岗日,https://you.ctrip.com/sight/zhongba120376/153201000.html,未取到 poiId（无点评或页面无评论模块）
桑桑错,https://you.ctrip.com/sight/zhongba120376/144359752.html,未取到 poiId（无点评或页面无评论模块）
康桑格珠林,https://you.ctrip.com/sight/gertse120145/150183882.html,未取到 poiId（无点评或页面无评论模块）
多雄藏布,https://you.ctrip.com/sight/ngamring120375/143300053.html,未取到 poiId（无点评或页面无评论模块）
浪强错,https://you.ctrip.com/sight/nyalamcounty2445/144360449.html,未取到 poiId（无点评或页面无评论模块）
当琼寺,https://you.ctrip.com/sight/nyima120383/145198167.html,未取到 poiId（无点评或页面无评论模块）
仙知布多,https://you.ctrip.com/sight/gertse120145/8003000156555863.html,未取到 poiId（无点评或页面无评论模块）
最郎木,https://you.ctrip.com/sight/gertse120145/8003000156535705.html,未取到 poiId（无点评或页面无评论模块）
玛尔库奴玛,https://you.ctrip.com/sight/gertse120145/8003000156545394.html,未取到 poiId（无点评或页面无评论模块）
尼玛日塘,https://you.ctrip.com/sight/gertse120145/8003000156672670.html,未取到 poiId（无点评或页面无评论模块）
昂马错,https://you.ctrip.com/sight/gertse120145/144198258.html,未取到 poiId（无点评或页面无评论模块）
玛贡莎若,https://you.ctrip.com/sight/nyima120383/8003000156557711.html,未取到 poiId（无点评或页面无评论模块）
擦隆甲不扎,https://you.ctrip.com/sight/gertse120145/8003000156545561.html,未取到 poiId（无点评或页面无评论模块）
多贝格玛,https://you.ctrip.com/sight/zhongba120376/8003000156540180.html,未取到 poiId（无点评或页面无评论模块）
普布甲格隆,https://you.ctrip.com/sight/nyima120383/145593574.html,未取到 poiId（无点评或页面无评论模块）
荣达拖玛,https://you.ctrip.com/sight/gertse120145/8003000156535495.html,未取到 poiId（无点评或页面无评论模块）
薄卡巴松多,https://you.ctrip.com/sight/nyima120383/144362192.html,未取到 poiId（无点评或页面无评论模块）
甲不确奴玛,https://you.ctrip.com/sight/gertse120145/8003000156575512.html,未取到 poiId（无点评或页面无评论模块）
拿咔沃日,https://you.ctrip.com/sight/gertse120145/156682281.html,未取到 poiId（无点评或页面无评论模块）
特翁我加,https://you.ctrip.com/sight/nyima120383/8003000156567453.html,未取到 poiId（无点评或页面无评论模块）
下尔弄琼玛,https://you.ctrip.com/sight/zhongba120376/8003000156575372.html,未取到 poiId（无点评或页面无评论模块）
下尔弄帕瓦,https://you.ctrip.com/sight/zhongba120376/8003000156549733.html,未取到 poiId（无点评或页面无评论模块）
曲腊打玛,https://you.ctrip.com/sight/ngamring120375/8003000156532530.html,未取到 poiId（无点评或页面无评论模块）
曲戈我入,https://you.ctrip.com/sight/saga120381/8003000156530364.html,未取到 poiId（无点评或页面无评论模块）
莎字岔,https://you.ctrip.com/sight/nyima120383/8003000156674374.html,未取到 poiId（无点评或页面无评论模块）
错各雄勒,https://you.ctrip.com/sight/nyima120383/8003000156557647.html,未取到 poiId（无点评或页面无评论模块）
加德,https://you.ctrip.com/sight/gertse120145/8003000156535790.html,未取到 poiId（无点评或页面无评论模块）
昂堆巴怒隆,https://you.ctrip.com/sight/nyima120383/8003000156537447.html,未取到 poiId（无点评或页面无评论模块）
强惹玛森遗址,https://you.ctrip.com/sight/nyima120383/145936010.html,未取到 poiId（无点评或页面无评论模块）
格拉查勒,https://you.ctrip.com/sight/nyima120383/8003000156567628.html,未取到 poiId（无点评或页面无评论模块）
隆坰甲日,https://you.ctrip.com/sight/ngamring120375/8003000156541166.html,未取到 poiId（无点评或页面无评论模块）
罗隆嘎尔庆,https://you.ctrip.com/sight/saga120381/145240598.html,未取到 poiId（无点评或页面无评论模块）
棒果,https://you.ctrip.com/sight/nyima120383/8003000156532378.html,未取到 poiId（无点评或页面无评论模块）
扎那热巴,https://you.ctrip.com/sight/nyima120383/8003000156547554.html,未取到 poiId（无点评或页面无评论模块）
奢力涧隆巴,https://you.ctrip.com/sight/gertse120145/8003000156557721.html,未取到 poiId（无点评或页面无评论模块）
舍拉玛,https://you.ctrip.com/sight/gertse120145/8003000156567509.html,未取到 poiId（无点评或页面无评论模块）
隆琼吉布,https://you.ctrip.com/sight/gertse120145/8003000156565480.html,未取到 poiId（无点评或页面无评论模块）
